product.sku,product.alapar,product.szorzo,product.tax_class_id,product.gross_price,product.quantity_2,product.instock_status_id
6434_01,6291.33858268,1.5,27,7990,0,1
6435_01,6291.33858268,1.5,27,7990,0,1
6435_02,6291.33858268,1.5,27,7990,0,1
6435_03,6291.33858268,1.5,27,7990,0,1
6449_01,14165.3543307,1.5,27,17990,1,1
6449_02,14165.3543307,1.5,27,17990,1,1
6449_03,14165.3543307,1.5,27,17990,1,1
6450_01,14165.3543307,1.5,27,17990,0,1
6450_02,14165.3543307,1.5,27,17990,0,1
6454_01,14165.3543307,1.5,27,17990,0,1
6455_01,17314.9606299,1.5,27,21990,0,1
6500_01,19677.1653543,1.5,27,24990,0,1
6500_02,19677.1653543,1.5,27,24990,1,1
6500_03,19677.1653543,1.5,27,24990,1,1
6500_04,19677.1653543,1.5,27,24990,1,1
6500_05,19677.1653543,1.5,27,24990,0,1
6500_06,19677.1653543,1.5,27,24990,1,1
6500_07,19677.1653543,1.5,27,24990,1,1
6500_08,19677.1653543,1.5,27,24990,0,1
6500_09,19677.1653543,1.5,27,24990,0,1
6512_01,22039.3700787,1.5,27,27990,0,1
6513_01,13377.9527559,1.5,27,16990,1,1
6513_02,13377.9527559,1.5,27,16990,1,1
6513_03,13377.9527559,1.5,27,16990,2,1
6514_01,19677.1653543,1.5,27,24990,0,1
6516_01,22039.3700787,1.5,27,27990,0,1
6519_01,14165.3543307,1.5,27,17990,0,1
6521_01,14165.3543307,1.5,27,17990,0,1
6524_01,12590.5511811,1.5,27,15990,0,1
6527_01,13377.9527559,1.5,27,16990,0,1
6531_01,7078.74015748,1.5,27,8990,0,1
6533_01,7866.14173228,1.5,27,9990,0,1
6533_02,7866.14173228,1.5,27,9990,0,1
6533_03,7866.14173228,1.5,27,9990,0,1
6534_01,7866.14173228,1.5,27,9990,0,1
6534_02,7866.14173228,1.5,27,9990,0,1
6571_01,13377.9527559,1.5,27,16990,0,1
6595_01,13377.9527559,1.5,27,16990,0,1
6595_02,13377.9527559,1.5,27,16990,0,1
6595_03,13377.9527559,1.5,27,16990,0,1
6597_01,12590.5511811,1.5,27,15990,0,1
6599_01,6291.33858268,1.5,27,7990,0,1
6601_01,5503.93700787,1.5,27,6990,0,1
6609_01,22039.3700787,1.5,27,27990,0,1
6610_01,22039.3700787,1.5,27,27990,0,1
6616_01,17314.9606299,1.5,27,21990,0,1
6618_01,18102.3622047,1.5,27,22990,0,1
6620_01,3141.73228346,1.5,27,3990,0,1
6622_01,6291.33858268,1.5,27,7990,0,1
6624_01,12590.5511811,1.5,27,15990,1,1
6624_02,12590.5511811,1.5,27,15990,0,1
6625_01,7866.14173228,1.5,27,9990,0,1
6625_02,7866.14173228,1.5,27,9990,0,1
6625_03,7866.14173228,1.5,27,9990,1,1
6626_01,8653.54330709,1.5,27,10990,0,1
6627_01,8653.54330709,1.5,27,10990,0,1
6629_01,8653.54330709,1.5,27,10990,0,1
6641_01,19677.1653543,1.5,27,24990,0,1
6641_02,19677.1653543,1.5,27,24990,0,1
6643_01,29125.984252,1.5,27,36990,0,1
6697_01,6291.33858268,1.5,27,7990,0,1
6699_01,10228.3464567,1.5,27,12990,0,1
6700_01,10228.3464567,1.5,27,12990,1,1
6700_02,10228.3464567,1.5,27,12990,1,1
6700_03,10228.3464567,1.5,27,12990,2,1
6700_04,10228.3464567,1.5,27,12990,1,1
6701_01,10228.3464567,1.5,27,12990,1,1
6701_02,10228.3464567,1.5,27,12990,2,1
6701_03,10228.3464567,1.5,27,12990,2,1
6701_04,10228.3464567,1.5,27,12990,1,1
6702_01,14165.3543307,1.5,27,17990,1,1
6702_02,14165.3543307,1.5,27,17990,1,1
6702_03,14165.3543307,1.5,27,17990,1,1
6702_04,14165.3543307,1.5,27,17990,1,1
6702_05,14165.3543307,1.5,27,17990,1,1
6702_06,14165.3543307,1.5,27,17990,0,1
6703_01,16527.5590551,1.5,27,20990,1,1
6703_02,16527.5590551,1.5,27,20990,1,1
6703_03,16527.5590551,1.5,27,20990,0,1
6703_04,16527.5590551,1.5,27,20990,0,1
6703_05,16527.5590551,1.5,27,20990,1,1
6705_01,14165.3543307,1.5,27,17990,0,1
6705_02,14165.3543307,1.5,27,17990,3,1
6705_03,14165.3543307,1.5,27,17990,1,1
6705_04,14165.3543307,1.5,27,17990,0,1
6706_01,14165.3543307,1.5,27,17990,1,1
6706_02,14165.3543307,1.5,27,17990,1,1
6706_03,14165.3543307,1.5,27,17990,1,1
6706_04,14165.3543307,1.5,27,17990,3,1
6706_05,14165.3543307,1.5,27,17990,1,1
6706_06,14165.3543307,1.5,27,17990,1,1
6706_07,14165.3543307,1.5,27,17990,1,1
6706_08,14165.3543307,1.5,27,17990,1,1
6706_09,14165.3543307,1.5,27,17990,2,1
6707_01,13377.9527559,1.5,27,16990,1,1
6707_02,13377.9527559,1.5,27,16990,0,1
6707_03,13377.9527559,1.5,27,16990,0,1
6707_04,13377.9527559,1.5,27,16990,0,1
6708_01,16527.5590551,1.5,27,20990,0,1
6708_02,16527.5590551,1.5,27,20990,0,1
6708_03,16527.5590551,1.5,27,20990,0,1
6709_01,15740.1574803,1.5,27,19990,0,1
6709_02,15740.1574803,1.5,27,19990,0,1
6709_03,15740.1574803,1.5,27,19990,0,1
6709_04,15740.1574803,1.5,27,19990,0,1
6711_01,15740.1574803,1.5,27,19990,0,1
6711_02,15740.1574803,1.5,27,19990,0,1
6712_01,5503.93700787,1.5,27,6990,1,1
6712_02,5503.93700787,1.5,27,6990,2,1
6712_03,5503.93700787,1.5,27,6990,2,1
6712_04,5503.93700787,1.5,27,6990,1,1
6713_01,5503.93700787,1.5,27,6990,0,1
6713_02,5503.93700787,1.5,27,6990,2,1
6715_01,5503.93700787,1.5,27,6990,0,1
6716_01,5503.93700787,1.5,27,6990,0,1
6717_01,6291.33858268,1.5,27,7990,2,1
6717_02,6291.33858268,1.5,27,7990,0,1
6718_01,4716.53543307,1.5,27,5990,0,1
6720_01,6291.33858268,1.5,27,7990,0,1
6720_02,6291.33858268,1.5,27,7990,0,1
6721_01,6291.33858268,1.5,27,7990,0,1
6721_02,6291.33858268,1.5,27,7990,0,1
6721_03,6291.33858268,1.5,27,7990,0,1
6722_01,6291.33858268,1.5,27,7990,0,1
6723_01,6291.33858268,1.5,27,7990,0,1
6724_01,6291.33858268,1.5,27,7990,0,1
6724_02,6291.33858268,1.5,27,7990,0,1
6725_01,12590.5511811,1.5,27,15990,0,1
6726_01,12590.5511811,1.5,27,15990,0,1
6726_02,12590.5511811,1.5,27,15990,0,1
6727_01,11803.1496063,1.5,27,14990,1,1
6727_02,11803.1496063,1.5,27,14990,0,1
6727_03,11803.1496063,1.5,27,14990,0,1
6728_01,13377.9527559,1.5,27,16990,0,1
6728_02,13377.9527559,1.5,27,16990,1,1
6728_03,13377.9527559,1.5,27,16990,1,1
6729_01,13377.9527559,1.5,27,16990,0,1
6729_02,13377.9527559,1.5,27,16990,0,1
6729_03,13377.9527559,1.5,27,16990,1,1
6733_01,16527.5590551,1.5,27,20990,0,1
6733_02,16527.5590551,1.5,27,20990,0,1
6733_03,16527.5590551,1.5,27,20990,0,1
6733_04,16527.5590551,1.5,27,20990,0,1
6733_05,16527.5590551,1.5,27,20990,0,1
6733_06,16527.5590551,1.5,27,20990,0,1
6733_07,16527.5590551,1.5,27,20990,0,1
6733_08,16527.5590551,1.5,27,20990,0,1
6733_09,16527.5590551,1.5,27,20990,0,1
6733_10,16527.5590551,1.5,27,20990,0,1
6733_11,16527.5590551,1.5,27,20990,0,1
6733_12,16527.5590551,1.5,27,20990,0,1
6733_13,16527.5590551,1.5,27,20990,0,1
6733_14,16527.5590551,1.5,27,20990,0,1
6733_15,16527.5590551,1.5,27,20990,0,1
6733_16,16527.5590551,1.5,27,20990,0,1
6733_17,16527.5590551,1.5,27,20990,0,1
6734_01,17314.9606299,1.5,27,21990,0,1
6734_02,17314.9606299,1.5,27,21990,0,1
6734_03,17314.9606299,1.5,27,21990,0,1
6734_04,17314.9606299,1.5,27,21990,0,1
6735_01,17314.9606299,1.5,27,21990,1,1
6735_02,17314.9606299,1.5,27,21990,1,1
6735_03,17314.9606299,1.5,27,21990,0,1
6735_04,17314.9606299,1.5,27,21990,4,1
6735_05,17314.9606299,1.5,27,21990,1,1
6735_06,17314.9606299,1.5,27,21990,0,1
6735_07,17314.9606299,1.5,27,21990,1,1
6736_01,5503.93700787,1.5,27,6990,0,1
6739_01,6291.33858268,1.5,27,7990,2,1
6739_2,6291.33858268,1.5,27,7990,1,1
6740_01,6291.33858268,1.5,27,7990,0,1
6740_02,6291.33858268,1.5,27,7990,1,1
6741_01,6291.33858268,1.5,27,7990,1,1
6741_02,6291.33858268,1.5,27,7990,0,1
6741_03,6291.33858268,1.5,27,7990,0,1
6741_04,6291.33858268,1.5,27,7990,0,1
6743_01,6291.33858268,1.5,27,7990,0,1
6745_01,5503.93700787,1.5,27,6990,0,1
6745_02,5503.93700787,1.5,27,6990,0,1
6745_03,5503.93700787,1.5,27,6990,0,1
6745_04,5503.93700787,1.5,27,6990,0,1
6748_01,4716.53543307,1.5,27,5990,20,1
6749_01,13377.9527559,1.5,27,16990,1,1
6749_02,13377.9527559,1.5,27,16990,1,1
6758_01,15740.1574803,1.5,27,19990,2,1
6758_02,15740.1574803,1.5,27,19990,1,1
6764_01,13377.9527559,1.5,27,16990,1,1
6765_01,13377.9527559,1.5,27,16990,0,1
6765_02,13377.9527559,1.5,27,16990,1,1
6765_03,13377.9527559,1.5,27,16990,1,1
6765_04,13377.9527559,1.5,27,16990,0,1
6766_01,18102.3622047,1.5,27,22990,0,1
6768_01,16527.5590551,1.5,27,20990,0,1
6768_02,16527.5590551,1.5,27,20990,0,1
6768_03,16527.5590551,1.5,27,20990,0,1
6769_01,16527.5590551,1.5,27,20990,0,1
6769_02,16527.5590551,1.5,27,20990,0,1
6769_03,16527.5590551,1.5,27,20990,1,1
6770_01,15740.1574803,1.5,27,19990,0,1
6770_02,15740.1574803,1.5,27,19990,1,1
6771_01,15740.1574803,1.5,27,19990,0,1
6771_02,15740.1574803,1.5,27,19990,1,1
6771_03,15740.1574803,1.5,27,19990,0,1
6771_04,15740.1574803,1.5,27,19990,0,1
6772_01,15740.1574803,1.5,27,19990,0,1
6772_02,15740.1574803,1.5,27,19990,2,1
6772_03,15740.1574803,1.5,27,19990,1,1
6772_04,15740.1574803,1.5,27,19990,0,1
6774_01,2748.03149606,1.5,27,3490,3,1
6774_02,2748.03149606,1.5,27,3490,3,1
6775_01,15740.1574803,1.5,27,19990,0,1
6775_02,15740.1574803,1.5,27,19990,0,1
6775_03,15740.1574803,1.5,27,19990,0,1
6775_04,15740.1574803,1.5,27,19990,0,1
6776_01,15740.1574803,1.5,27,19990,0,1
6777_01,18102.3622047,1.5,27,22990,1,1
6777_02,18102.3622047,1.5,27,22990,0,1
6777_03,18102.3622047,1.5,27,22990,0,1
6777_04,18102.3622047,1.5,27,22990,2,1
6777_05,18102.3622047,1.5,27,22990,1,1
6778_01,15740.1574803,1.5,27,19990,2,1
6778_02,15740.1574803,1.5,27,19990,0,1
6780_01,13377.9527559,1.5,27,16990,1,1
6780_02,13377.9527559,1.5,27,16990,1,1
6780_03,13377.9527559,1.5,27,16990,1,1
6780_04,13377.9527559,1.5,27,16990,1,1
6780_05,13377.9527559,1.5,27,16990,1,1
6781_01,12590.5511811,1.5,27,15990,0,1
6782_01,12590.5511811,1.5,27,15990,1,1
6782_02,12590.5511811,1.5,27,15990,1,1
6782_03,12590.5511811,1.5,27,15990,0,1
6782_04,12590.5511811,1.5,27,15990,1,1
6782_05,12590.5511811,1.5,27,15990,0,1
6782_06,12590.5511811,1.5,27,15990,0,1
6783_01,13377.9527559,1.5,27,16990,0,1
6783_02,13377.9527559,1.5,27,16990,1,1
6783_03,13377.9527559,1.5,27,16990,0,1
6783_04,13377.9527559,1.5,27,16990,0,1
6783_05,13377.9527559,1.5,27,16990,0,1
6783_06,13377.9527559,1.5,27,16990,0,1
6785_01,16527.5590551,1.5,27,20990,1,1
6785_02,16527.5590551,1.5,27,20990,1,1
6785_03,16527.5590551,1.5,27,20990,2,1
