product.sku,product.model,product.product_ring_id,product.status,product.sort_order,product.manufacturer_id,product_to_category.category_name,product.image,product.image_alt,product_image.image.1,product_image.image.2,product_image.image.3,product_image.image.4,product_image.image.5,product_image.image.6,product_image.image.7,product_image.image.8,product_image.image_alt.1,product_image.image_alt.2,product_image.image_alt.3,product_image.image_alt.4,product_image.image_alt.5,product_image.image_alt.6,product_image.image_alt.7,product_image.image_alt.8,product.alapar,product.szorzo,product.tax_class_id,product.gross_price,product.quantity_2,product.instock_status_id,product.minimum,product.shipping,product.available,product.date_available,product_description.name.hu,product_description.quantity_name.hu,product_description.short_description.hu,product_description.description.hu,product_special.price.1,product.product_class_id,attr_values.meret.hu,attr_values.meret_ruha.hu,attr_values.szin.hu
2969_04,732075973568,2969_01,1,-2969,Vans,Férfi ruházat ||| Póló,product/2017/2969_1.jpg,Vans OTW Black/White,product/2017/2969_2.jpg,product/2017/2969_3.jpg,,,,,,,Vans OTW Black/White,Vans OTW Black/White,Vans OTW Black/White,Vans OTW Black/White,Vans OTW Black/White,Vans OTW Black/White,Vans OTW Black/White,Vans OTW Black/White,5503.93700787,1.5,27,6990,3,0,1,1,1,,Vans OTW Black/White,db,,,0,ruhazat,"","XL","Fekete"
3013_01,732075973674,,1,-3013,Vans,Férfi ruházat ||| Póló,product/2017/3013_1.jpg,Vans OTW White/Black,product/2017/3013_2.jpg,product/2017/3013_3.jpg,,,,,,,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,5503.93700787,1.5,27,6990,3,0,1,1,1,,Vans OTW White/Black,db,,,0,ruhazat,"","L","Feher"
3013_02,732075973667,3013_01,1,-3013,Vans,Férfi ruházat ||| Póló,product/2017/3013_1.jpg,Vans OTW White/Black,product/2017/3013_2.jpg,product/2017/3013_3.jpg,,,,,,,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,5503.93700787,1.5,27,6990,0,0,1,1,1,,Vans OTW White/Black,db,,,0,ruhazat,"","M","Feher"
3013_03,732075973650,3013_01,1,-3013,Vans,Férfi ruházat ||| Póló,product/2017/3013_1.jpg,Vans OTW White/Black,product/2017/3013_2.jpg,product/2017/3013_3.jpg,,,,,,,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,5503.93700787,1.5,27,6990,0,0,1,1,1,,Vans OTW White/Black,db,,,0,ruhazat,"","S","Feher"
3013_04,732075973681,3013_01,1,-3013,Vans,Férfi ruházat ||| Póló,product/2017/3013_1.jpg,Vans OTW White/Black,product/2017/3013_2.jpg,product/2017/3013_3.jpg,,,,,,,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,Vans OTW White/Black,5503.93700787,1.5,27,6990,0,0,1,1,1,,Vans OTW White/Black,db,,,0,ruhazat,"","XL","Feher"
4435_01,700053289024,,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,0,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"35","","Kék"
4435_02,700053289031,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,0,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"36","","Kék"
4435_03,700053289048,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,0,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"36,5","","Kék"
4435_04,700053289055,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,0,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"37","","Kék"
4435_05,700053289062,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,0,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"38","","Kék"
