ID,ID2,Item title,Item subtitle,Item description,Item address,Price,Sale price,Image URL,Destination URL,Item category,Contextual keywords,Final URL
7192,,"éS Accel Slim x DGK","éS férfi cipő","éS férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","25990 HUF","20790 HUF","https://coreshop.hu/pictures/termekek/7/1/9/2/1_large.jpg?17",,"éS férfi cipő",,"https://coreshop.hu/hu/termek/accel-slim-x-dgk/7192"
7191,,"éS Accel Slim Mid x DGK","éS férfi cipő","éS férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","26490 HUF","21190 HUF","https://coreshop.hu/pictures/termekek/7/1/9/1/1_large.jpg?17",,"éS férfi cipő",,"https://coreshop.hu/hu/termek/accel-slim-mid-x-dgk/7191"
6915,,"éS Accel Slim","éS férfi cipő","éS férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","24990 HUF","19990 HUF","https://coreshop.hu/pictures/termekek/6/9/1/5/1_large.jpg?17",,"éS férfi cipő",,"https://coreshop.hu/hu/termek/accel-slim/6915"
6914,,"éS Sense","éS férfi cipő","éS férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","28990 HUF","22990 HUF","https://coreshop.hu/pictures/termekek/6/9/1/4/1_large.jpg?17",,"éS férfi cipő",,"https://coreshop.hu/hu/termek/sense/6914"
6483,,"éS Accel Slim Mid","éS férfi cipő","éS férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","25990 HUF","17990 HUF","https://coreshop.hu/pictures/termekek/6/4/8/3/1_large.jpg?17",,"éS férfi cipő",,"https://coreshop.hu/hu/termek/accel-slim-mid/6483"
7190,,"Emerica The Reynolds Low","Emerica férfi cipő","Emerica férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","21990 HUF","17590 HUF","https://coreshop.hu/pictures/termekek/7/1/9/0/1_large.jpg?17",,"Emerica férfi cipő",,"https://coreshop.hu/hu/termek/the-reynolds-low-vulc/7190"
7189,,"Emerica Wino G6 x Srirac","Emerica férfi cipő","Emerica férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","24990 HUF","19990 HUF","https://coreshop.hu/pictures/termekek/7/1/8/9/1_large.jpg?17",,"Emerica férfi cipő",,"https://coreshop.hu/hu/termek/wino-g6-x-sriracha/7189"
7188,,"Emerica The HSU Low Vulc","Emerica férfi cipő","Emerica férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","23490 HUF","18790 HUF","https://coreshop.hu/pictures/termekek/7/1/8/8/1_large.jpg?17",,"Emerica férfi cipő",,"https://coreshop.hu/hu/termek/the-hsu-low-vulc/7188"
7187,,"Emerica The HSU Low Vulc","Emerica férfi cipő","Emerica férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","23490 HUF","18790 HUF","https://coreshop.hu/pictures/termekek/7/1/8/7/1_large.jpg?17",,"Emerica férfi cipő",,"https://coreshop.hu/hu/termek/the-hsu-low-vulc/7187"
7186,,"Emerica Provost Slim Vulc","Emerica férfi cipő","Emerica férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","21990 HUF","17590 HUF","https://coreshop.hu/pictures/termekek/7/1/8/6/1_large.jpg?17",,"Emerica férfi cipő",,"https://coreshop.hu/hu/termek/provost-slim-vulc/7186"
7185,,"Emerica The HSU G6","Emerica férfi cipő","Emerica férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","27990 HUF","22390 HUF","https://coreshop.hu/pictures/termekek/7/1/8/5/1_large.jpg?17",,"Emerica férfi cipő",,"https://coreshop.hu/hu/termek/the-hsu-g6/7185"
7184,,"Emerica The HSU G6","Emerica férfi cipő","Emerica férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","27990 HUF","22390 HUF","https://coreshop.hu/pictures/termekek/7/1/8/4/1_large.jpg?17",,"Emerica férfi cipő",,"https://coreshop.hu/hu/termek/the-hsu-g6/7184"
6917,,"Emerica The HSU Low Vulc","Emerica férfi cipő","Emerica férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","23490 HUF","18990 HUF","https://coreshop.hu/pictures/termekek/6/9/1/7/1_large.jpg?17",,"Emerica férfi cipő",,"https://coreshop.hu/hu/termek/the-hsu-low-vulc/6917"
6916,,"Emerica The Romeo Laced","Emerica férfi cipő","Emerica férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","21990 HUF","16990 HUF","https://coreshop.hu/pictures/termekek/6/9/1/6/1_large.jpg?17",,"Emerica férfi cipő",,"https://coreshop.hu/hu/termek/the-romeo-laced/6916"
6485,,"Emerica Westgate Mid Vulc","Emerica férfi cipő","Emerica férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","24490 HUF","16990 HUF","https://coreshop.hu/pictures/termekek/6/4/8/5/1_large.jpg?17",,"Emerica férfi cipő",,"https://coreshop.hu/hu/termek/westgate-mid-vulc/6485"
6763,,"Volcom Draft","Volcom férfi cipő","Volcom férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","24990 HUF","17490 HUF","https://coreshop.hu/pictures/termekek/6/7/6/3/1_large.jpg?17",,"Volcom férfi cipő",,"https://coreshop.hu/hu/termek/draft/6763"
6762,,"Volcom Draft","Volcom férfi cipő","Volcom férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","24990 HUF","17490 HUF","https://coreshop.hu/pictures/termekek/6/7/6/2/1_large.jpg?17",,"Volcom férfi cipő",,"https://coreshop.hu/hu/termek/draft/6762"
6761,,"Volcom Draft","Volcom férfi cipő","Volcom férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","24990 HUF","17490 HUF","https://coreshop.hu/pictures/termekek/6/7/6/1/1_large.jpg?17",,"Volcom férfi cipő",,"https://coreshop.hu/hu/termek/draft/6761"
6760,,"Volcom Draft","Volcom férfi cipő","Volcom férfi cipők jó áron","1163 Cziráki utca 26-32, Budapest, Hungary, 47.507638, 19.161153","24990 HUF","17490 HUF","https://coreshop.hu/pictures/termekek/6/7/6/0/1_large.jpg?17",,"Volcom férfi cipő",,"https://coreshop.hu/hu/termek/draft/6760"
