Cikksz�m|Term�kn�v|Term�kle�r�s|Brutt��r|Fot�link|Term�klink|Sz�ll�t�siId�|Sz�ll�t�siK�lts�g
6056|Vans ISO 1.5|Az Iso 1.5 felsőrésze az ActionFit™ technológia köré épül, a felhasznált anyagok pedig a minimalizmus jegyében kerültek kiválasztásra, így jön létre egy extrém könnyű, egyben hajlékony felsőrész, maximális komfortérzetet nyújtva. Az egész egy UltraCush™ Lite talpon csücsül, így egész nap örülhetünk pillekönnyű és kényelmes cipőnknek.|21990|http://www.coreshop.hu/pictures/termekek/6/0/5/6/1_small.jpg|http://www.coreshop.hu/hu/termek/iso_1.5/6056|1 munkanap|Ingyenes
6055|Vans Half Cab|Beadod már a Fakie 360 Ollie-t? Megy olyan jól mint a trükk kitalálójának Steve Caballeronak? Ha nem, akkor sincs baj, mert még mindig nézhetsz ki olyan jól a deszkán mint ő, ha felhúzod Stevie cipőjét, a Half Cab-et|21990|http://www.coreshop.hu/pictures/termekek/6/0/5/5/1_small.jpg|http://www.coreshop.hu/hu/termek/half_cab/6055|1 munkanap|Ingyenes
6054|Vans TNT SG|A Tony Trujillo nevével fémjelzett TNT SG – a Vans klasszikus alacsonyszárú Old Skool családjának tagja - legújabb reinkarnációja most feljebb lépett, immár a Pro Classics kategória képviselője. Az UltraCush HD betét különleges párnázása a kényelmet szolgálja, a Duracap lábujjvédő és a megerősített oldalfal extra tartósságot biztosítanak. Természetesen nem maradhat el a legendás Vans ostyamintázatú járótalp sem.|19990|http://www.coreshop.hu/pictures/termekek/6/0/5/4/1_small.jpg|http://www.coreshop.hu/hu/termek/tnt_sg/6054|1 munkanap|Ingyenes
6052|Vans Atwood Deluxe|Az Atwood a Vans örökség legsikeresebb stílusát követi, tartós és kényelmes, ellenáll a legdurvább igénybevételnek is.|17990|http://www.coreshop.hu/pictures/termekek/6/0/5/2/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood_deluxe/6052|1 munkanap|Ingyenes
6051|Vans Sk8-Hi Reissue|Sk8-Hi Reissue jellemzői a strapabíró bőr felsőrész, a kopásnak ellenálló megerősített orr, a Vans Waffle járótalp, a párnázott nyelv és sarok. |19990|http://www.coreshop.hu/pictures/termekek/6/0/5/1/1_small.jpg|http://www.coreshop.hu/hu/termek/sk8-hi_reissue/6051|1 munkanap|Ingyenes
6050|Vans Atwood Low|Az Atwood Low egy nosztalgikus külsejű alacsonyszárú cipő, duplán varrott, tartós vászon felsőrésszel, fém bújtatókkal, Vans-tipikus gumi Waffle-járótalppal és vulkanizált felépítéssel; az eredmény egy kényelmes cipő. |15990|http://www.coreshop.hu/pictures/termekek/6/0/5/0/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood_low/6050|1 munkanap|Ingyenes
6049|Vans Atwood Low|Az Atwood Low egy nosztalgikus külsejű alacsonyszárú cipő, duplán varrott, tartós vászon felsőrésszel, fém bújtatókkal, Vans-tipikus gumi Waffle-járótalppal és vulkanizált felépítéssel; az eredmény egy kényelmes cipő. |15990|http://www.coreshop.hu/pictures/termekek/6/0/4/9/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood_low/6049|1 munkanap|Ingyenes
6048|Vans Atwood Low|Az Atwood Low egy nosztalgikus külsejű alacsonyszárú cipő, duplán varrott, tartós vászon felsőrésszel, fém bújtatókkal, Vans-tipikus gumi Waffle-járótalppal és vulkanizált felépítéssel; az eredmény egy kényelmes cipő. |15990|http://www.coreshop.hu/pictures/termekek/6/0/4/8/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood_low/6048|1 munkanap|Ingyenes
6046|Vans Sk8-Hi Reissue|Sk8-Hi Reissue jellemzői a strapabíró bőr felsőrész, a kopásnak ellenálló megerősített orr, a Vans Waffle járótalp, a párnázott nyelv és sarok. |19990|http://www.coreshop.hu/pictures/termekek/6/0/4/6/1_small.jpg|http://www.coreshop.hu/hu/termek/sk8-hi_reissue/6046|1 munkanap|Ingyenes
6045|Vans Sk8-Hi MTE||19990|http://www.coreshop.hu/pictures/termekek/6/0/4/5/1_small.jpg|http://www.coreshop.hu/hu/termek/sk8-hi_mte/6045|1 munkanap|Ingyenes
6044|Vans Sk8-Hi MTE||19990|http://www.coreshop.hu/pictures/termekek/6/0/4/4/1_small.jpg|http://www.coreshop.hu/hu/termek/sk8-hi_mte/6044|1 munkanap|Ingyenes
6041|Vans Bedford|A Bedford-dal a Vans bebizonyítja, hogy még mindig tud újat mutatni a deszkás piacon; ez esetben a hagyományos félmagasszárú külsőt vegyíti a modern karcsú dizájnnal. Letisztult orr-rész, a cipő színével megegyező márkajelzés és a prémium anyagok használata teszik teljessé a csomagot.|19990|http://www.coreshop.hu/pictures/termekek/6/0/4/1/1_small.jpg|http://www.coreshop.hu/hu/termek/bedford/6041|1 munkanap|Ingyenes
6009|Vans Sk8-Hi Slim Zip||17590|http://www.coreshop.hu/pictures/termekek/6/0/0/9/1_small.jpg|http://www.coreshop.hu/hu/termek/sk8-hi_slim_zip/6009|1 munkanap|Ingyenes
5987|Vans Bedford|A Bedford-dal a Vans bebizonyítja, hogy még mindig tud újat mutatni a deszkás piacon; ez esetben a hagyományos félmagasszárú külsőt vegyíti a modern karcsú dizájnnal. Letisztult orr-rész, a cipő színével megegyező márkajelzés és a prémium anyagok használata teszik teljessé a csomagot.|18390|http://www.coreshop.hu/pictures/termekek/5/9/8/7/1_small.jpg|http://www.coreshop.hu/hu/termek/bedford/5987|1 munkanap|Ingyenes
5986|Vans Half Cab|Beadod már a Fakie 360 Ollie-t? Megy olyan jól mint a trükk kitalálójának Steve Caballeronak? Ha nem, akkor sincs baj, mert még mindig nézhetsz ki olyan jól a deszkán mint ő, ha felhúzod Stevie cipőjét, a Half Cab-et|18390|http://www.coreshop.hu/pictures/termekek/5/9/8/6/1_small.jpg|http://www.coreshop.hu/hu/termek/half_cab/5986|1 munkanap|Ingyenes
5983|Vans Sk8-Hi MTE|Az MTE a tél gyermeke. Scotchgard-bevonattal rendelkező felsőrész, meleg gyapjú-bélés és  hőszigetelő réteg a külső és a belső talp között: ezek segítenek abban, hogy a láb száraz és meleg maradjon. Az új fejlesztésű  csúszásgátló talp 20 év snowboard tapasztalatát tükrözi,stílus és funkció tökéletes összhangja.|19990|http://www.coreshop.hu/pictures/termekek/5/9/8/3/1_small.jpg|http://www.coreshop.hu/hu/termek/sk8-hi_mte/5983|1 munkanap|Ingyenes
5982|Vans Sk8-Hi Lite|Az Sk8-Hi Lite a klasszikus Sk8-Hi újragondolt változata. Modern tervezési elvek segítségével fejlesztették ki az új szabást, növelték a kényelemérzetet, miközben lényegesen sikerült csökkenteni a cipő súlyát is. A megszokott és szeretett külső változatlan, de egész más érzés viselni, köszönhetően az ActionFit sarokrésznek  és az  UltraCush Lite talpnak.

A Sk8-Hi igen népszerű modell a deszkások, zenészek, művészek köreiben.|18390|http://www.coreshop.hu/pictures/termekek/5/9/8/2/1_small.jpg|http://www.coreshop.hu/hu/termek/sk8-hi_lite/5982|1 munkanap|Ingyenes
5862|Vans Atwood|Az Atwood a Vans örökség legsikeresebb stílusát követi, tartós és kényelmes, ellenáll a legdurvább igénybevételnek is.|12990|http://www.coreshop.hu/pictures/termekek/5/8/6/2/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood/5862|1 munkanap|Ingyenes
5859|Vans SK8-Hi MTE|Az MTE a tél gyermeke. Scotchgard-bevonattal rendelkező felsőrész, meleg gyapjú-bélés és  hőszigetelő réteg a külső és a belső talp között: ezek segítenek abban, hogy a láb száraz és meleg maradjon. Az új fejlesztésű  csúszásgátló talp 20 év snowboard tapasztalatát tükrözi,stílus és funkció tökéletes összhangja.|19990|http://www.coreshop.hu/pictures/termekek/5/8/5/9/1_small.jpg|http://www.coreshop.hu/hu/termek/sk8-hi_mte/5859|1 munkanap|Ingyenes
5857|Vans SK8-Hi MTE|Az MTE a tél gyermeke. Scotchgard-bevonattal rendelkező felsőrész, meleg gyapjú-bélés és  hőszigetelő réteg a külső és a belső talp között: ezek segítenek abban, hogy a láb száraz és meleg maradjon. Az új fejlesztésű  csúszásgátló talp 20 év snowboard tapasztalatát tükrözi,stílus és funkció tökéletes összhangja.|19990|http://www.coreshop.hu/pictures/termekek/5/8/5/7/1_small.jpg|http://www.coreshop.hu/hu/termek/sk8-hi_mte/5857|1 munkanap|Ingyenes
5856|Vans SK8-Hi MTE|Az MTE a tél gyermeke. Scotchgard-bevonattal rendelkező felsőrész, meleg gyapjú-bélés és  hőszigetelő réteg a külső és a belső talp között: ezek segítenek abban, hogy a láb száraz és meleg maradjon. Az új fejlesztésű  csúszásgátló talp 20 év snowboard tapasztalatát tükrözi,stílus és funkció tökéletes összhangja.|19990|http://www.coreshop.hu/pictures/termekek/5/8/5/6/1_small.jpg|http://www.coreshop.hu/hu/termek/sk8-hi_mte/5856|1 munkanap|Ingyenes
5854|Vans Atwood Hi|Az Atwood Hi jellemzői a bőr magasszár, fém bújtatók, párnázott nyelv, vulkanizált talpszerkezet és a jellegzetes Vans Waffle (ostya) mintázat a járótalpon.|15990|http://www.coreshop.hu/pictures/termekek/5/8/5/4/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood_hi/5854|1 munkanap|Ingyenes
5791|Vans SK8-Hi Slim|Az Ombre Floral SK8-Hi Slim a legendás magasszárú SK8-Hi karcsúsított verziója; tartós grafikázott vászon és szarvasbőr felsőrésszel, waffle(ostya)-mintázatú járótalppal és párnázott bokarésszel, hogy cipőnk stabil, egyben hajlékony legyen.|15990|http://www.coreshop.hu/pictures/termekek/5/7/9/1/1_small.jpg|http://www.coreshop.hu/hu/termek/sk8-hi_slim/5791|1 munkanap|Ingyenes
5790|Vans Atwood Low|Az Atwood Low egy nosztalgikus külsejű alacsonyszárú cipő, duplán varrott, tartós vászon felsőrésszel, fém bújtatókkal, Vans-tipikus gumi Waffle-járótalppal és vulkanizált felépítéssel; az eredmény egy kényelmes cipő. |12790|http://www.coreshop.hu/pictures/termekek/5/7/9/0/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood_low/5790|1 munkanap|Ingyenes
5751|Vans Chukka Low|A Chukka Low a Vans-csapat legújabb fejlesztése; olyan klasszikusok inspirálták, mint az Authentic vagy a Chukka Boot. Szarvasbőr és szövet felsőrész; Vans-jellegzetesség Waffle (ostya) járótalp a jó tapadásért;  rezgéscsillapító és kényelmes UltraCush  HD betét; Pro Vulc felépítés: ez mind-mind a Chukka Low, az eredmény pedig egy cipő, ami a legtöbbet nyújtja a komfort, védelem, hajlékonyság és tapadás terén.|14390|http://www.coreshop.hu/pictures/termekek/5/7/5/1/1_small.jpg|http://www.coreshop.hu/hu/termek/chukka_low/5751|1 munkanap|Ingyenes
5750|Vans Chukka Low|A Chukka Low a Vans-csapat legújabb fejlesztése; olyan klasszikusok inspirálták, mint az Authentic vagy a Chukka Boot. Szarvasbőr és szövet felsőrész; Vans-jellegzetesség Waffle (ostya) járótalp a jó tapadásért;  rezgéscsillapító és kényelmes UltraCush  HD betét; Pro Vulc felépítés: ez mind-mind a Chukka Low, az eredmény pedig egy cipő, ami a legtöbbet nyújtja a komfort, védelem, hajlékonyság és tapadás terén.|15990|http://www.coreshop.hu/pictures/termekek/5/7/5/0/1_small.jpg|http://www.coreshop.hu/hu/termek/chukka_low/5750|1 munkanap|Ingyenes
5739|Vans Authentic (Eley Kishimoto)|A Vans és Eley Kishimoto bemutatja: egy kollekció, ami kreatív önkifejezési mód és viselhető művészet egyben. Az Eley Kishimoto Authentic a Vans x Eley Kishimoto kollekció része, a megszokott és szeretett Vans alacsonyszárú stílust kombinálja a teljes felületet beborító villám-és-magnóliavirág díszítéssel. Jellemzői még a strapabíró vászon felsőrész, a fém bújtatók és a gumitalp.|14390|http://www.coreshop.hu/pictures/termekek/5/7/3/9/1_small.jpg|http://www.coreshop.hu/hu/termek/authentic_(eley_kishimoto)/5739|1 munkanap|Ingyenes
5696|Vans Authentic|A Vans története, kapcsolata a gördeszkás és szörfös kultúrával 1966-ban kezdődött Dél-Kaliforniában. Ekkor látott napvilágot az első Vans cipő az Authentic, mely generációk óta töretlen népszerűségnek örvend a core skaterek és a stílussal szimpatizálók körében egyaránt, köszönhetően az egyszerű de stílusos megjelenésének.|13590|http://www.coreshop.hu/pictures/termekek/5/6/9/6/1_small.jpg|http://www.coreshop.hu/hu/termek/authentic/5696|1 munkanap|Ingyenes
5667|Vans Atwood Deluxe|Az Atwood a Vans örökség legsikeresebb stílusát követi, tartós és kényelmes, ellenáll a legdurvább igénybevételnek is.|13590|http://www.coreshop.hu/pictures/termekek/5/6/6/7/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood_deluxe/5667|1 munkanap|Ingyenes
5630|Vans Era||12990|http://www.coreshop.hu/pictures/termekek/5/6/3/0/1_small.jpg|http://www.coreshop.hu/hu/termek/era/5630|1 munkanap|Ingyenes
5620|Vans Atwood|Az Atwood a Vans örökség legsikeresebb stílusát követi, tartós és kényelmes, ellenáll a legdurvább igénybevételnek is.|12790|http://www.coreshop.hu/pictures/termekek/5/6/2/0/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood/5620|1 munkanap|Ingyenes
5615|Vans Atwood|Az Atwood a Vans örökség legsikeresebb stílusát követi, tartós és kényelmes, ellenáll a legdurvább igénybevételnek is.|12790|http://www.coreshop.hu/pictures/termekek/5/6/1/5/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood/5615|1 munkanap|Ingyenes
5561|Vans Atwood|Az Atwood a Vans örökség legsikeresebb stílusát követi, tartós és kényelmes, ellenáll a legdurvább igénybevételnek is. |15990|http://www.coreshop.hu/pictures/termekek/5/5/6/1/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood/5561|1 munkanap|Ingyenes
5487|Vans Atwood|Az Atwood a Vans örökség legsikeresebb stílusát követi, tartós és kényelmes, ellenáll a legdurvább igénybevételnek is.|15990|http://www.coreshop.hu/pictures/termekek/5/4/8/7/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood/5487|1 munkanap|Ingyenes
5483|Vans TNT SG|A Tony Trujillo nevével fémjelzett TNT SG – a Vans klasszikus alacsonyszárú Old Skool családjának tagja - legújabb reinkarnációja most feljebb lépett, immár a Pro Classics kategória képviselője. Az UltraCush HD betét különleges párnázása a kényelmet szolgálja, a Duracap lábujjvédő és a megerősített oldalfal extra tartósságot biztosítanak. Természetesen nem maradhat el a legendás Vans ostyamintázatú járótalp sem.|19990|http://www.coreshop.hu/pictures/termekek/5/4/8/3/1_small.jpg|http://www.coreshop.hu/hu/termek/tnt_sg/5483|1 munkanap|Ingyenes
5482|Vans Atwood|Az Atwood a Vans örökség legsikeresebb stílusát követi, tartós és kényelmes, ellenáll a legdurvább igénybevételnek is.|12790|http://www.coreshop.hu/pictures/termekek/5/4/8/2/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood/5482|1 munkanap|Ingyenes
5358|Vans Old Skool|Az Old Skool-on jelent meg először a klasszikus oldalcsík, amely mára már a Vans cipők védjegyévé vált. Esztétikus megjelenése mellett nagyfokú tartósság jellemzi az Old Skool-t, amit már évtizedek óta gördeszkások generációi koptatnak.|17990|http://www.coreshop.hu/pictures/termekek/5/3/5/8/1_small.jpg|http://www.coreshop.hu/hu/termek/old_skool/5358|1 munkanap|Ingyenes
5338|Vans Authentic|A Vans története, kapcsolata a gördeszkás és szörfös kultúrával 1966-ban kezdődött Dél-Kaliforniában. Ekkor látott napvilágot az első Vans cipő az Authentic, mely generációk óta töretlen népszerűségnek örvend a core skaterek és a stílussal szimpatizálók körében egyaránt, köszönhetően az egyszerű, de stílusos megjelenésének.|12790|http://www.coreshop.hu/pictures/termekek/5/3/3/8/1_small.jpg|http://www.coreshop.hu/hu/termek/authentic/5338|1 munkanap|Ingyenes
5262|Vans Era|A Vans Era egy klasszikus deszkás cipő. Hosszasan lehetne mesélni arról, hogy miért vált legendává a gördeszkások körében, de a kényelem mindent megmagyaráz. Puha talpbetét, dupla varrás és az elmaradhatatlan gofri talp.|12990|http://www.coreshop.hu/pictures/termekek/5/2/6/2/1_small.jpg|http://www.coreshop.hu/hu/termek/era/5262|1 munkanap|Ingyenes
5261|Vans Era|A Vans Era egy klasszikus deszkás cipő. Hosszasan lehetne mesélni arról, hogy miért vált legendává a gördeszkások körében, de a kényelem mindent megmagyaráz. Puha talpbetét, dupla varrás és az elmaradhatatlan gofri talp.|12990|http://www.coreshop.hu/pictures/termekek/5/2/6/1/1_small.jpg|http://www.coreshop.hu/hu/termek/era/5261|1 munkanap|Ingyenes
5255|Vans Era|A Vans Era egy klasszikus deszkás cipő. Hosszasan lehetne mesélni arról, hogy miért vált legendává a gördeszkások körében, de a kényelem mindent megmagyaráz. Puha talpbetét, dupla varrás és az elmaradhatatlan gofri talp.|12990|http://www.coreshop.hu/pictures/termekek/5/2/5/5/1_small.jpg|http://www.coreshop.hu/hu/termek/era/5255|1 munkanap|Ingyenes
5163|Vans Classic Slip-On|Classic Slip-On: kell-e többet mondanunk? Nem nagyon; ez a cipő a gördeszkás- és popkultúra megkerülhetetlen eleme, a gördeszkaparkoktól a mozifilmekig, egyszóval a modern élet minden területén, szerte a világon. Minek köszönhető ez a népszerűség? Az utánozhatatlan minőségnek, emiatt is lett ez a cipő az Off The Wall-innovációs program egyik inspirálója.|15990|http://www.coreshop.hu/pictures/termekek/5/1/6/3/1_small.jpg|http://www.coreshop.hu/hu/termek/classic_slip-on/5163|1 munkanap|Ingyenes
5116|Vans Atwood|Az Atwood a Vans örökség legsikeresebb stílusát követi, tartós és kényelmes, ellenáll a legdurvább igénybevételnek is.|12790|http://www.coreshop.hu/pictures/termekek/5/1/1/6/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood/5116|1 munkanap|Ingyenes
5100|Vans Authentic|A Vans története, kapcsolata a gördeszkás és szörfös kultúrával 1966-ban kezdődött Dél-Kaliforniában. Ekkor látott napvilágot az első Vans cipő az Authentic, mely generációk óta töretlen népszerűségnek örvend a core skaterek és a stílussal szimpatizálók körében egyaránt, köszönhetően az egyszerű, de stílusos megjelenésének.|12790|http://www.coreshop.hu/pictures/termekek/5/1/0/0/1_small.jpg|http://www.coreshop.hu/hu/termek/authentic/5100|1 munkanap|Ingyenes
5044|Vans Atwood Low||13590|http://www.coreshop.hu/pictures/termekek/5/0/4/4/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood_low/5044|1 munkanap|Ingyenes
5040|Vans Era|A Vans Era egy klasszikus deszkás cipő. Hosszasan lehetne mesélni arról, hogy miért vált legendává a gördeszkások körében, de a kényelem mindent megmagyaráz. Puha talpbetét, dupla varrás és az elmaradhatatlan gofri talp.|12990|http://www.coreshop.hu/pictures/termekek/5/0/4/0/1_small.jpg|http://www.coreshop.hu/hu/termek/era/5040|1 munkanap|Ingyenes
5016|Vans Atwood|Az Atwood a Vans örökség legsikeresebb stílusát követi, tartós és kényelmes, ellenáll a legdurvább igénybevételnek is.|12790|http://www.coreshop.hu/pictures/termekek/5/0/1/6/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood/5016|1 munkanap|Ingyenes
5004|Vans Atwood|Az Atwood a Vans örökség legsikeresebb stílusát követi, tartós és kényelmes, ellenáll a legdurvább igénybevételnek is.|12790|http://www.coreshop.hu/pictures/termekek/5/0/0/4/1_small.jpg|http://www.coreshop.hu/hu/termek/atwood/5004|1 munkanap|Ingyenes
4511|Vans Era|A Vans Era egy klasszikus deszkás cipő. Hosszasan lehetne mesélni arról, hogy miért vált legendává a gördeszkások körében, de a kényelem mindent megmagyaráz. Puha talpbetét, dupla varrás és az elmaradhatatlan gofri talp.|16990|http://www.coreshop.hu/pictures/termekek/4/5/1/1/1_small.jpg|http://www.coreshop.hu/hu/termek/era/4511|1 munkanap|Ingyenes
4454|Vans Old Skool|Az Old Skool-on jelent meg először a klasszikus oldalcsík, amely mára már a Vans cipők védjegyévé vált. Esztétikus megjelenése mellett nagyfokú tartósság jellemzi az Old Skool-t, amit már évtizedek óta gördeszkások generációi koptatnak.|17990|http://www.coreshop.hu/pictures/termekek/4/4/5/4/1_small.jpg|http://www.coreshop.hu/hu/termek/old_skool/4454|1 munkanap|Ingyenes
4437|Vans Authentic|A Vans története, kapcsolata a gördeszkás és szörfös kultúrával 1966-ban kezdődött Dél-Kaliforniában. Ekkor látott napvilágot az első Vans cipő az Authentic, mely generációk óta töretlen népszerűségnek örvend a core skaterek és a stílussal szimpatizálók körében egyaránt, köszönhetően az egyszerű de stílusos megjelenésének. (Hamarosan további méretekben is rendelhető)|15990|http://www.coreshop.hu/pictures/termekek/4/4/3/7/1_small.jpg|http://www.coreshop.hu/hu/termek/authentic/4437|1 munkanap|Ingyenes
4436|Vans Authentic|A Vans története, kapcsolata a gördeszkás és szörfös kultúrával 1966-ban kezdődött Dél-Kaliforniában. Ekkor látott napvilágot az első Vans cipő az Authentic, mely generációk óta töretlen népszerűségnek örvend a core skaterek és a stílussal szimpatizálók körében egyaránt, köszönhetően az egyszerű de stílusos megjelenésének. |15990|http://www.coreshop.hu/pictures/termekek/4/4/3/6/1_small.jpg|http://www.coreshop.hu/hu/termek/authentic/4436|1 munkanap|Ingyenes
4435|Vans Authentic|A Vans története, kapcsolata a gördeszkás és szörfös kultúrával 1966-ban kezdődött Dél-Kaliforniában. Ekkor látott napvilágot az első Vans cipő az Authentic, mely generációk óta töretlen népszerűségnek örvend a core skaterek és a stílussal szimpatizálók körében egyaránt, köszönhetően az egyszerű de stílusos megjelenésének. (Hamarosan további méretekben is rendelhető)|15990|http://www.coreshop.hu/pictures/termekek/4/4/3/5/1_small.jpg|http://www.coreshop.hu/hu/termek/authentic/4435|1 munkanap|Ingyenes
1579|Vans Era|A Vans Era egy klasszikus deszkás cipő. Hosszasan lehetne mesélni arról, hogy miért vált legendává a gördeszkások körében, de a kényelem mindent megmagyaráz. Puha talpbetét, dupla varrás és az elmaradhatatlan gofri talp. (Hamarosan további méretekben is rendelhető)|16990|http://www.coreshop.hu/pictures/termekek/1/5/7/9/1_small.jpg|http://www.coreshop.hu/hu/termek/era/1579|1 munkanap|Ingyenes
